Date dd/mm/yyyy,Time HH:MM,Division,Home Team,Away Team,Venue,Pitch,Home Score,Away Score
11/01/2024,20:00,,CAHB,BRNB,,,,
11/01/2024,20:00,,FIDD,SKYB,,,,
11/01/2024,20:00,,NGH,PLOA,,,,
11/01/2024,20:00,,STL,GUDP,,,,
11/01/2024,20:00,,TBH,GLDM,,,,
25/01/2024,20:00,,BRNB,FIDD,,,,
25/01/2024,20:00,,CAHB,BRNA,,,,
25/01/2024,20:00,,GLDM,AZB,,,,
25/01/2024,20:00,,GUDP,TBH,,,,
25/01/2024,20:00,,PLOA,STL,,,,
25/01/2024,20:00,,SKYB,NGH,,,,
01/02/2024,20:00,,BRNA,GLDM,,,,
01/02/2024,20:00,,AZB,GUDP,,,,
01/02/2024,20:00,,FIDD,CAHB,,,,
01/02/2024,20:00,,NGH,BRNB,,,,
01/02/2024,20:00,,STL,SKYB,,,,
01/02/2024,20:00,,TBH,PLOA,,,,
15/02/2024,20:00,,BRNB,STL,,,,
15/02/2024,20:00,,CAHB,NGH,,,,
15/02/2024,20:00,,FIDD,BRNA,,,,
15/02/2024,20:00,,GUDP,GLDM,,,,
15/02/2024,20:00,,PLOA,AZB,,,,
15/02/2024,20:00,,SKYB,TBH,,,,
22/02/2024,20:00,,BRNA,GUDP,,,,
22/02/2024,20:00,,AZB,SKYB,,,,
22/02/2024,20:00,,GLDM,PLOA,,,,
22/02/2024,20:00,,NGH,FIDD,,,,
22/02/2024,20:00,,STL,CAHB,,,,
22/02/2024,20:00,,TBH,BRNB,,,,
07/03/2024,20:00,,BRNB,AZB,,,,
07/03/2024,20:00,,CAHB,TBH,,,,
07/03/2024,20:00,,FIDD,STL,,,,
07/03/2024,20:00,,NGH,BRNA,,,,
07/03/2024,20:00,,PLOA,GUDP,,,,
07/03/2024,20:00,,SKYB,GLDM,,,,
14/03/2024,20:00,,BRNA,PLOA,,,,
14/03/2024,20:00,,AZB,CAHB,,,,
14/03/2024,20:00,,GLDM,BRNB,,,,
14/03/2024,20:00,,GUDP,SKYB,,,,
14/03/2024,20:00,,STL,NGH,,,,
14/03/2024,20:00,,TBH,FIDD,,,,
28/03/2024,20:00,,BRNB,GUDP,,,,
28/03/2024,20:00,,CAHB,GLDM,,,,
28/03/2024,20:00,,FIDD,AZB,,,,
28/03/2024,20:00,,NGH,TBH,,,,
28/03/2024,20:00,,STL,BRNA,,,,
28/03/2024,20:00,,SKYB,PLOA,,,,
04/04/2024,20:00,,BRNA,SKYB,,,,
04/04/2024,20:00,,AZB,NGH,,,,
04/04/2024,20:00,,GLDM,FIDD,,,,
04/04/2024,20:00,,GUDP,CAHB,,,,
04/04/2024,20:00,,PLOA,BRNB,,,,
04/04/2024,20:00,,TBH,STL,,,,
18/04/2024,20:00,,BRNB,SKYB,,,,
18/04/2024,20:00,,CAHB,PLOA,,,,
18/04/2024,20:00,,FIDD,GUDP,,,,
18/04/2024,20:00,,NGH,GLDM,,,,
18/04/2024,20:00,,STL,AZB,,,,
18/04/2024,20:00,,TBH,BRNA,,,,
25/04/2024,20:00,,BRNA,BRNB,,,,
25/04/2024,20:00,,CAHB,SKYB,,,,
25/04/2024,20:00,,FIDD,PLOA,,,,
25/04/2024,20:00,,NGH,GUDP,,,,
25/04/2024,20:00,,STL,GLDM,,,,
25/04/2024,20:00,,TBH,AZB,,,,
02/05/2024,20:00,,BRNB,CAHB,,,,
02/05/2024,20:00,,AZB,BRNA,,,,
02/05/2024,20:00,,GLDM,TBH,,,,
02/05/2024,20:00,,GUDP,STL,,,,
02/05/2024,20:00,,PLOA,NGH,,,,
02/05/2024,20:00,,SKYB,FIDD,,,,
16/05/2024,20:00,,BRNA,CAHB,,,,
16/05/2024,20:00,,AZB,GLDM,,,,
16/05/2024,20:00,,FIDD,BRNB,,,,
16/05/2024,20:00,,NGH,SKYB,,,,
16/05/2024,20:00,,STL,PLOA,,,,
16/05/2024,20:00,,TBH,GUDP,,,,
23/05/2024,20:00,,BRNB,NGH,,,,
23/05/2024,20:00,,CAHB,FIDD,,,,
23/05/2024,20:00,,GLDM,BRNA,,,,
23/05/2024,20:00,,GUDP,AZB,,,,
23/05/2024,20:00,,PLOA,TBH,,,,
23/05/2024,20:00,,SKYB,STL,,,,
06/06/2024,20:00,,BRNA,FIDD,,,,
06/06/2024,20:00,,AZB,PLOA,,,,
06/06/2024,20:00,,GLDM,GUDP,,,,
06/06/2024,20:00,,NGH,CAHB,,,,
06/06/2024,20:00,,STL,BRNB,,,,
06/06/2024,20:00,,TBH,SKYB,,,,
13/06/2024,20:00,,BRNB,TBH,,,,
13/06/2024,20:00,,CAHB,STL,,,,
13/06/2024,20:00,,FIDD,NGH,,,,
13/06/2024,20:00,,GUDP,BRNA,,,,
13/06/2024,20:00,,PLOA,GLDM,,,,
13/06/2024,20:00,,SKYB,AZB,,,,
27/06/2024,20:00,,BRNA,NGH,,,,
27/06/2024,20:00,,AZB,BRNB,,,,
27/06/2024,20:00,,GLDM,SKYB,,,,
27/06/2024,20:00,,GUDP,PLOA,,,,
27/06/2024,20:00,,STL,FIDD,,,,
27/06/2024,20:00,,TBH,CAHB,,,,
04/07/2024,20:00,,BRNB,GLDM,,,,
04/07/2024,20:00,,CAHB,AZB,,,,
04/07/2024,20:00,,FIDD,TBH,,,,
04/07/2024,20:00,,NGH,STL,,,,
04/07/2024,20:00,,PLOA,BRNA,,,,
04/07/2024,20:00,,SKYB,GUDP,,,,
11/07/2024,20:00,,BRNA,STL,,,,
11/07/2024,20:00,,AZB,FIDD,,,,
11/07/2024,20:00,,GLDM,CAHB,,,,
11/07/2024,20:00,,GUDP,BRNB,,,,
11/07/2024,20:00,,PLOA,SKYB,,,,
11/07/2024,20:00,,TBH,NGH,,,,
18/07/2024,20:00,,BRNB,PLOA,,,,
18/07/2024,20:00,,CAHB,GUDP,,,,
18/07/2024,20:00,,FIDD,GLDM,,,,
18/07/2024,20:00,,NGH,AZB,,,,
18/07/2024,20:00,,STL,TBH,,,,
18/07/2024,20:00,,SKYB,BRNA,,,,
25/07/2024,20:00,,BRNA,TBH,,,,
25/07/2024,20:00,,AZB,STL,,,,
25/07/2024,20:00,,GLDM,NGH,,,,
25/07/2024,20:00,,GUDP,FIDD,,,,
25/07/2024,20:00,,PLOA,CAHB,,,,
25/07/2024,20:00,,SKYB,BRNB,,,,
